protein,com_id,com_pubchem_id,pla_id,pla_name,pla_idr_name,prob
SIR2,COM00000666,445154,PLA00003795,Smilax menispermoidea,,0.78
SIR2,COM00000666,445154,PLA00003874,Rheum rhaponticum,,0.78
SIR2,COM00000666,445154,PLA00004803,Smilax bracteata,,0.78
SIR1,COM00000998,1110,PLA00000341,Angelica sinensis,,0.78
SIR1,COM00000998,1110,PLA00000844,Gastrodia elata,,0.78
SIR1,COM00000998,1110,PLA00000949,Equisetum hoemale,,0.78
SIR1,COM00000998,1110,PLA00000991,Curcuma domestica,Kunir/Kunyit,0.78
SIR1,COM00000998,1110,PLA00001040,Crataegus scabrifolia,,0.78
SIR1,COM00000998,1110,PLA00001357,Rehmannia glutinosa,,0.78
SIR1,COM00000998,1110,PLA00001504,Aloe vera,Lidah buaya,0.78
SIR1,COM00000998,1110,PLA00002712,Crataegus pinnatifida,,0.78
SIR1,COM00000998,1110,PLA00002766,Citrus medica,,0.78
SIR1,COM00000998,1110,PLA00003412,Stemona tuberosa,,0.78
SIR1,COM00000998,1110,PLA00003447,Panax ginseng,,0.78
SIR1,COM00000998,1110,PLA00003752,Siegesbeckia orientalis,,0.78
SIR1,COM00000998,1110,PLA00003882,Cistanche deserticola,,0.78
SIR1,COM00000998,1110,PLA00004714,Punica granatum,Delima,0.78
SIR1,COM00005439,79034,PLA00000369,Pinus radiata,,0.78
SIR1,COM00004713,7054,PLA00001214,Isatis indigotica,,0.78
SIR1,COM00002768,12620,PLA00000200,Tanacetum longifolium,,0.78
BECN1,COM00004345,16666,PLA00000804,Artemisia spp.,,0.78
BECN1,COM00004345,16666,PLA00001873,Mentha piperita,,0.78
BECN1,COM00004345,16666,PLA00004087,Mentha x,,0.78
IGF1,COM00004561,46936484,PLA00000477,Brassica oleracea,,0.78
IGF1,COM00004561,46936484,PLA00000490,Phaseolus vulgaris,Buncis,0.78
IGF1,COM00004561,46936484,PLA00000546,Saposhnikovia divaricata,,0.78
IGF1,COM00004561,46936484,PLA00000604,Solanum lycopersicum,,0.78
IGF1,COM00004561,46936484,PLA00000844,Gastrodia elata,,0.78
IGF1,COM00004561,46936484,PLA00000991,Curcuma domestica,Kunir/Kunyit,0.78
IGF1,COM00004561,46936484,PLA00001057,Plantago lanceolata,,0.78
IGF1,COM00004561,46936484,PLA00001188,Beta vulgaris,,0.78
IGF1,COM00004561,46936484,PLA00001214,Isatis indigotica,,0.78
IGF1,COM00004561,46936484,PLA00001422,Pimpinella anisum,,0.78
IGF1,COM00004561,46936484,PLA00001427,Panax quinquefolium,,0.78
IGF1,COM00004561,46936484,PLA00001504,Aloe vera,Lidah buaya,0.78
IGF1,COM00004561,46936484,PLA00001577,Saccharum officinarum,Tebu,0.78
IGF1,COM00004561,46936484,PLA00001738,Astragalus mongholicus,,0.78
IGF1,COM00004561,46936484,PLA00002043,Notopterygium incisum,,0.78
IGF1,COM00004561,46936484,PLA00002222,Acanthopanax senticosus,,0.78
IGF1,COM00004561,46936484,PLA00002260,Cucumis sativus,,0.78
IGF1,COM00004561,46936484,PLA00002393,Symplocos caudata,,0.78
IGF1,COM00004561,46936484,PLA00002509,Plantago asiatica,,0.78
IGF1,COM00004561,46936484,PLA00002536,Astragalus membranaceus,,0.78
IGF1,COM00004561,46936484,PLA00002760,Fritillaria unibracteata,,0.78
IGF1,COM00004561,46936484,PLA00002950,Zea mays,Jagung,0.78
IGF1,COM00004561,46936484,PLA00002977,Dipsacus asperoides,,0.78
IGF1,COM00004561,46936484,PLA00003032,Paeonia peregrina,,0.78
IGF1,COM00004561,46936484,PLA00003447,Panax ginseng,,0.78
IGF1,COM00004561,46936484,PLA00003482,Helianthus annuus,,0.78
IGF1,COM00004561,46936484,PLA00003661,Taraxacum officinale,,0.78
IGF1,COM00004561,46936484,PLA00004438,Pyrrosia sheareri,,0.78
IGF1,COM00004561,46936484,PLA00004555,Pyrrosia lingua,,0.78
IGF1,COM00004561,46936484,PLA00004714,Punica granatum,Delima,0.78
IGF1,COM00004561,46936484,PLA00004752,Acer saccharum,,0.78
SIR3,COM00000666,445154,PLA00000007,Phoenix dactylifera,Kurma,0.76
SIR3,COM00000666,445154,PLA00000095,Artocarpus lakoocha,,0.76
SIR3,COM00000666,445154,PLA00000260,Hordeum bogdanii,,0.76
SIR3,COM00000666,445154,PLA00000264,Hordeum brachyantherum,,0.76
SIR3,COM00000666,445154,PLA00000489,Pinus spp.,,0.76
SIR3,COM00000666,445154,PLA00000522,Artocarpus chaplasha,,0.76
SIR3,COM00000666,445154,PLA00001045,Polygonum cuspidatum,,0.76
SIR3,COM00000666,445154,PLA00001141,Rheum wittrocki,,0.76
SIR3,COM00000666,445154,PLA00001227,Vitis vinifera,,0.76
SIR3,COM00000666,445154,PLA00001586,Vitis cognetiae,,0.76
SIR3,COM00000666,445154,PLA00001660,Trifolium campestre,,0.76
SIR3,COM00000666,445154,PLA00001860,Cassia dentata,,0.76
SIR3,COM00000666,445154,PLA00002298,Vitis riparia,,0.76
SIR3,COM00000666,445154,PLA00002589,Smilax aspera,,0.76
SIR3,COM00000666,445154,PLA00002628,Caesalpinia decapetala,,0.76
SIR3,COM00000666,445154,PLA00002722,Morus spp.,,0.76
SIR3,COM00000666,445154,PLA00003247,Trifolium dubium,,0.76
SIR3,COM00000666,445154,PLA00003395,Artocarpus dadah,,0.76
SIR3,COM00000666,445154,PLA00003448,Pinus sibirica,,0.76
SIR3,COM00000666,445154,PLA00003584,Polygonum multiflorum,,0.76
SIR3,COM00000666,445154,PLA00003795,Smilax menispermoidea,,0.76
SIR3,COM00000666,445154,PLA00003874,Rheum rhaponticum,,0.76
SIR3,COM00000666,445154,PLA00004803,Smilax bracteata,,0.76
KLOT,COM00004930,5280795,PLA00000852,Cucurbita pepo,,0.76
KLOT,COM00004930,5280795,PLA00001924,Solanum tuberosum,Kentang,0.76
KLOT,COM00004930,5280795,PLA00004296,Solanum melongena,,0.76
BECN1,COM00004730,342,PLA00004532,Melia azadirach,,0.76
BECN1,COM00004730,342,PLA00004993,Nicotiana cavicola,,0.76
SIR1,COM00001306,385,PLA00001118,Ricinus communis,Jarak,0.76
BECN1,COM00002122,46937002,PLA00000007,Phoenix dactylifera,Kurma,0.76
BECN1,COM00002122,46937002,PLA00000406,Hordeum vulgare,,0.76
BECN1,COM00002122,46937002,PLA00001573,Clerodendron neutens,,0.76
BECN1,COM00002122,46937002,PLA00001685,Hibiscus sabdariffa,Rosela,0.76
BECN1,COM00002122,46937002,PLA00001924,Solanum tuberosum,Kentang,0.76
BECN1,COM00002122,46937002,PLA00002622,Crotone hieronymi,,0.76
BECN1,COM00002122,46937002,PLA00002872,Aspergillus oryzae,,0.76
BECN1,COM00002122,46937002,PLA00004282,Laminaria japonica,,0.76
BECN1,COM00002122,46937002,PLA00004714,Punica granatum,Delima,0.76
IGF1,COM00002768,12620,PLA00000200,Tanacetum longifolium,,0.76
IGF1,COM00001233,1031,PLA00001034,Zingiber officinale,Jahe,0.76
IGF1,COM00002122,46937002,PLA00000007,Phoenix dactylifera,Kurma,0.76
IGF1,COM00002122,46937002,PLA00000406,Hordeum vulgare,,0.76
IGF1,COM00002122,46937002,PLA00001573,Clerodendron neutens,,0.76
IGF1,COM00002122,46937002,PLA00001685,Hibiscus sabdariffa,Rosela,0.76
IGF1,COM00002122,46937002,PLA00001924,Solanum tuberosum,Kentang,0.76
IGF1,COM00002122,46937002,PLA00002622,Crotone hieronymi,,0.76
IGF1,COM00002122,46937002,PLA00002872,Aspergillus oryzae,,0.76
IGF1,COM00002122,46937002,PLA00004282,Laminaria japonica,,0.76
IGF1,COM00002122,46937002,PLA00004714,Punica granatum,Delima,0.76
SIR1,COM00005174,681,PLA00000604,Solanum lycopersicum,,0.76
SIR1,COM00005174,681,PLA00001924,Solanum tuberosum,Kentang,0.76
SIR1,COM00005174,681,PLA00004135,Musa sapientum,,0.76
SIR1,COM00005174,681,PLA00004325,Acacia rigidula,,0.76
IGF1,COM00004258,439260,PLA00001924,Solanum tuberosum,Kentang,0.76
IGF1,COM00004258,439260,PLA00002707,Portulaca oleracea,Krokot,0.76
IGF1,COM00004258,439260,PLA00004135,Musa sapientum,,0.76
IGF1,COM00004258,439260,PLA00004404,Mimosa pudica,Putri malu/Sikejut,0.76
IGF1,COM00004258,439260,PLA00004992,Phaseolus multiflorus,,0.76
IGF1,COM00006608,1174,PLA00000341,Angelica sinensis,,0.76
IGF1,COM00006608,1174,PLA00001031,Fritillaria cirrhosa,,0.76
IGF1,COM00006608,1174,PLA00001986,Ficus septica,,0.76
IGF1,COM00006608,1174,PLA00002003,Subergorgia suberosa,,0.76
IGF1,COM00006608,1174,PLA00002854,Cuminum cymimum,,0.76
IGF1,COM00006608,1174,PLA00002950,Zea mays,Jagung,0.76
SIR1,COM00004258,439260,PLA00001924,Solanum tuberosum,Kentang,0.76
SIR1,COM00004258,439260,PLA00002707,Portulaca oleracea,Krokot,0.76
SIR1,COM00004258,439260,PLA00004135,Musa sapientum,,0.76
SIR1,COM00004258,439260,PLA00004404,Mimosa pudica,Putri malu/Sikejut,0.76
SIR1,COM00004258,439260,PLA00004992,Phaseolus multiflorus,,0.76
SIR1,COM00004185,7997,PLA00002970,Croton lechleri,,0.76
BECN1,COM00001634,971,PLA00000490,Phaseolus vulgaris,Buncis,0.76
BECN1,COM00001634,971,PLA00000875,Artemisia scoparia,,0.76
BECN1,COM00001634,971,PLA00000922,Capparis aegyptia,,0.76
BECN1,COM00001634,971,PLA00000991,Curcuma domestica,Kunir/Kunyit,0.76
BECN1,COM00001634,971,PLA00001580,Spinacia oleracea,,0.76
BECN1,COM00001634,971,PLA00002712,Crataegus pinnatifida,,0.76
BECN1,COM00001634,971,PLA00003198,Capparis leucophylla,,0.76
BECN1,COM00001634,971,PLA00003412,Stemona tuberosa,,0.76
BECN1,COM00001634,971,PLA00003874,Rheum rhaponticum,,0.76
BECN1,COM00001634,971,PLA00004220,Capparis deserti,,0.76
BECN1,COM00001634,971,PLA00004951,Sophora alopecuroides,,0.76
BECN1,COM00001634,971,PLA00004998,Acacia concinna,,0.76
CDN2A,COM00000037,241903,PLA00001025,Catharanthus roseus,Tapak dara,0.76
IGF1,COM00006114,5978,PLA00001025,Catharanthus roseus,Tapak dara,0.74
BECN1,COM00002137,6912,PLA00000991,Curcuma domestica,Kunir/Kunyit,0.74
BECN1,COM00002137,6912,PLA00003539,Bupleurum falcatum,,0.74
BECN1,COM00002137,6912,PLA00003604,Eugenia lehmannii,,0.74
IGF1,COM00003297,3776,PLA00000281,Citrus aurantifolia,Jeruk nipis,0.74
IGF1,COM00003297,3776,PLA00000896,Citrus limon,,0.74
IGF1,COM00003297,3776,PLA00003853,Citrus sinensis,,0.74
IGF1,COM00003297,3776,PLA00004195,Citrus grandis,,0.74
IGF1,COM00003297,3776,PLA00004731,Citrus hystrix,Jeruk purut,0.74
IGF1,COM00003297,3776,PLA00004777,Citrus aurantium,,0.74
SIR1,COM00004345,16666,PLA00000804,Artemisia spp.,,0.74
SIR1,COM00004345,16666,PLA00001873,Mentha piperita,,0.74
SIR1,COM00004345,16666,PLA00004087,Mentha x,,0.74
CDN2A,COM00000666,445154,PLA00000007,Phoenix dactylifera,Kurma,0.74
CDN2A,COM00000666,445154,PLA00000095,Artocarpus lakoocha,,0.74
CDN2A,COM00000666,445154,PLA00000260,Hordeum bogdanii,,0.74
CDN2A,COM00000666,445154,PLA00000264,Hordeum brachyantherum,,0.74
CDN2A,COM00000666,445154,PLA00000489,Pinus spp.,,0.74
CDN2A,COM00000666,445154,PLA00000522,Artocarpus chaplasha,,0.74
CDN2A,COM00000666,445154,PLA00001045,Polygonum cuspidatum,,0.74
CDN2A,COM00000666,445154,PLA00001141,Rheum wittrocki,,0.74
CDN2A,COM00000666,445154,PLA00001227,Vitis vinifera,,0.74
CDN2A,COM00000666,445154,PLA00001586,Vitis cognetiae,,0.74
CDN2A,COM00000666,445154,PLA00001660,Trifolium campestre,,0.74
CDN2A,COM00000666,445154,PLA00001860,Cassia dentata,,0.74
CDN2A,COM00000666,445154,PLA00002298,Vitis riparia,,0.74
CDN2A,COM00000666,445154,PLA00002589,Smilax aspera,,0.74
CDN2A,COM00000666,445154,PLA00002628,Caesalpinia decapetala,,0.74
CDN2A,COM00000666,445154,PLA00002722,Morus spp.,,0.74
CDN2A,COM00000666,445154,PLA00003247,Trifolium dubium,,0.74
CDN2A,COM00000666,445154,PLA00003395,Artocarpus dadah,,0.74
CDN2A,COM00000666,445154,PLA00003448,Pinus sibirica,,0.74
CDN2A,COM00000666,445154,PLA00003584,Polygonum multiflorum,,0.74
CDN2A,COM00000666,445154,PLA00003795,Smilax menispermoidea,,0.74
CDN2A,COM00000666,445154,PLA00003874,Rheum rhaponticum,,0.74
CDN2A,COM00000666,445154,PLA00004803,Smilax bracteata,,0.74
SIR1,COM00005599,3715,PLA00002098,Alpinia officinarum,,0.74
SIR1,COM00004373,31721,PLA00004325,Acacia rigidula,,0.74
IGF1,COM00005095,9294,PLA00004269,Hamelia patens,,0.74
SIR1,COM00006114,5978,PLA00001025,Catharanthus roseus,Tapak dara,0.74
SIR4,COM00005599,3715,PLA00002098,Alpinia officinarum,,0.74
BECN1,COM00006167,9996708,PLA00000604,Solanum lycopersicum,,0.74
BECN1,COM00006167,9996708,PLA00000792,Codonopsis pilosula,,0.74
BECN1,COM00006167,9996708,PLA00001905,Psidium guajava,Jambu batu/Jambu biji,0.74
BECN1,COM00000320,107971,PLA00000325,Trifolium pratense,,0.72
BECN1,COM00000320,107971,PLA00001832,Pueraria tuberosa,,0.72
BECN1,COM00000320,107971,PLA00002049,Pueraria spp.,,0.72
BECN1,COM00000320,107971,PLA00002161,Pueraria mirifica,,0.72
BECN1,COM00000320,107971,PLA00002191,Pueraria lobata,,0.72
IGF1,COM00001237,5280863,PLA00000261,Salvia farinacea,,0.72
IGF1,COM00001237,5280863,PLA00000431,Euphorbia magalanta,,0.72
IGF1,COM00001237,5280863,PLA00000558,Epimedium leishanense,,0.72
IGF1,COM00001237,5280863,PLA00000682,Tetrapanax papyriferus,,0.72
IGF1,COM00001237,5280863,PLA00000746,Pterospermum lanceaefolium,,0.72
IGF1,COM00001237,5280863,PLA00000790,Solanum elaeagnifolium,,0.72
IGF1,COM00001237,5280863,PLA00000859,Trigonella foenum-graceum,,0.72
IGF1,COM00001237,5280863,PLA00000907,Prunus persica,,0.72
IGF1,COM00001237,5280863,PLA00000975,Syzygium aromaticum,Cengkeh,0.72
IGF1,COM00001237,5280863,PLA00001032,Cuscuta australis,,0.72
IGF1,COM00001237,5280863,PLA00001084,Syzygium cumini,Jamblang,0.72
IGF1,COM00001237,5280863,PLA00001167,Cassia tora,,0.72
IGF1,COM00001237,5280863,PLA00001225,Impatiens capensis,,0.72
IGF1,COM00001237,5280863,PLA00001237,Capparis himalayensis,,0.72
IGF1,COM00001237,5280863,PLA00001371,Epimedium brevicornum,,0.72
IGF1,COM00001237,5280863,PLA00001432,Ginkgo biloba,Ginkgo,0.72
IGF1,COM00001237,5280863,PLA00001459,Theobroma grandiflorum,,0.72
IGF1,COM00001237,5280863,PLA00001480,Piper umbellatum,,0.72
IGF1,COM00001237,5280863,PLA00001497,Cassia angustifolia,,0.72
IGF1,COM00001237,5280863,PLA00001502,Brassica carinata,,0.72
IGF1,COM00001237,5280863,PLA00001570,Phellodendron amurense,,0.72
IGF1,COM00001237,5280863,PLA00001738,Astragalus mongholicus,,0.72
IGF1,COM00001237,5280863,PLA00001838,Morinda citrifolia,Mengkudu/Pace,0.72
IGF1,COM00001237,5280863,PLA00001903,Cassia acutifolia,,0.72
IGF1,COM00001237,5280863,PLA00001922,Epimedium stellatum,,0.72
IGF1,COM00001237,5280863,PLA00001965,Prunus mahaleb,,0.72
IGF1,COM00001237,5280863,PLA00002083,Euphorbia prostrata,,0.72
IGF1,COM00001237,5280863,PLA00002114,Paeonia albiflora,,0.72
IGF1,COM00001237,5280863,PLA00002199,Artemisia annua,,0.72
IGF1,COM00001237,5280863,PLA00002239,Kaempferia galanga,Kencur,0.72
IGF1,COM00001237,5280863,PLA00002244,Phyllanthus urinaria,,0.72
IGF1,COM00001237,5280863,PLA00002405,Clusia nemorosa,,0.72
IGF1,COM00001237,5280863,PLA00002465,Epimedium acuminatum,,0.72
IGF1,COM00001237,5280863,PLA00002512,Epimedium myrianthum,,0.72
IGF1,COM00001237,5280863,PLA00002536,Astragalus membranaceus,,0.72
IGF1,COM00001237,5280863,PLA00002573,Equisetum hiemale,,0.72
IGF1,COM00001237,5280863,PLA00002676,Epimedium koreanum,,0.72
IGF1,COM00001237,5280863,PLA00002684,Euphorbia lunulata,,0.72
IGF1,COM00001237,5280863,PLA00002693,Epimedium franchetii,,0.72
IGF1,COM00001237,5280863,PLA00002711,Euphorbia virgata,,0.72
IGF1,COM00001237,5280863,PLA00002858,Salvia folium,,0.72
IGF1,COM00001237,5280863,PLA00002931,Dioscorea bulbifera,,0.72
IGF1,COM00001237,5280863,PLA00003138,Salvia dorrii,,0.72
IGF1,COM00001237,5280863,PLA00003175,Euphorbia geniculata,,0.72
IGF1,COM00001237,5280863,PLA00003202,Chamaecyparis formosensis,,0.72
IGF1,COM00001237,5280863,PLA00003349,Epimedium leptorrhizum,,0.72
IGF1,COM00001237,5280863,PLA00003357,Epimedium pauciflorum,,0.72
IGF1,COM00001237,5280863,PLA00003447,Panax ginseng,,0.72
IGF1,COM00001237,5280863,PLA00003687,Cassia fistula,,0.72
IGF1,COM00001237,5280863,PLA00003822,Cuscuta lupuliformis,,0.72
IGF1,COM00001237,5280863,PLA00003861,Cuscuta japonica,,0.72
IGF1,COM00001237,5280863,PLA00004003,Eugenia jambolana,,0.72
IGF1,COM00001237,5280863,PLA00004020,Epimedium zhenbaense,,0.72
IGF1,COM00001237,5280863,PLA00004075,Epimedium wushanense,,0.72
IGF1,COM00001237,5280863,PLA00004205,Eugenia edulis,,0.72
IGF1,COM00001237,5280863,PLA00004347,Sophora japonica,,0.72
IGF1,COM00001237,5280863,PLA00004352,Potentilla chinensis,,0.72
IGF1,COM00001237,5280863,PLA00004445,Epimedium membranaceum,,0.72
IGF1,COM00001237,5280863,PLA00004472,Cuscuta chinensis,,0.72
IGF1,COM00001237,5280863,PLA00004508,Phyllanthus emblica,,0.72
IGF1,COM00001237,5280863,PLA00004555,Pyrrosia lingua,,0.72
IGF1,COM00001237,5280863,PLA00004576,Nerium oleander,,0.72
IGF1,COM00001237,5280863,PLA00004609,Epimedium fargesii,,0.72
IGF1,COM00001237,5280863,PLA00004637,Epimedium dolichostemen,,0.72
IGF1,COM00001237,5280863,PLA00004676,Angelica furcijuga,,0.72
IGF1,COM00001237,5280863,PLA00004682,Epimedium pubescens,,0.72
IGF1,COM00001237,5280863,PLA00004714,Punica granatum,Delima,0.72
IGF1,COM00001237,5280863,PLA00004756,Epimedium sagittatum,,0.72
IGF1,COM00001237,5280863,PLA00004855,Eucommia ulmoides,,0.72
IGF1,COM00001237,5280863,PLA00004884,Epimedium zhushanense,,0.72
IGF1,COM00001237,5280863,PLA00004981,Carthamus tinctorius,,0.72
IGF1,COM00004629,5283731,PLA00000852,Cucurbita pepo,,0.72
IGF1,COM00004629,5283731,PLA00001924,Solanum tuberosum,Kentang,0.72
IGF1,COM00004629,5283731,PLA00004296,Solanum melongena,,0.72
BECN1,COM00001180,2879,PLA00001422,Pimpinella anisum,,0.72
BECN1,COM00001180,2879,PLA00002722,Morus spp.,,0.72
BECN1,COM00001180,2879,PLA00003202,Chamaecyparis formosensis,,0.72
BECN1,COM00001180,2879,PLA00004532,Melia azadirach,,0.72
BECN1,COM00001180,2879,PLA00004597,Brassica hirta,,0.72
CDN2A,COM00001695,289,PLA00000642,Luffa cylindrica,,0.72
CDN2A,COM00001695,289,PLA00000907,Prunus persica,,0.72
CDN2A,COM00001695,289,PLA00001227,Vitis vinifera,,0.72
CDN2A,COM00001695,289,PLA00001739,Illicium fargesii,,0.72
CDN2A,COM00001695,289,PLA00002116,Citrus paradisi,,0.72
CDN2A,COM00001695,289,PLA00002385,Terminalia chebula,,0.72
CDN2A,COM00001695,289,PLA00002501,Uncaria gambir,,0.72
CDN2A,COM00001695,289,PLA00002907,Ziziphus jujuba,Angco,0.72
CDN2A,COM00001695,289,PLA00003092,Malus doumeri,,0.72
CDN2A,COM00001695,289,PLA00004574,Nelumbo nucifera,,0.72
CDN2A,COM00001695,289,PLA00004899,Gaultheria spp.,,0.72
IGF1,COM00003354,790,PLA00001031,Fritillaria cirrhosa,,0.72
IGF1,COM00003354,790,PLA00003371,Lycium chinense,,0.72
IGF1,COM00003354,790,PLA00003610,Cordyceps sinensis,,0.72
BECN1,COM00004185,7997,PLA00002970,Croton lechleri,,0.72
SIR1,COM00001038,6581,PLA00003876,Polygonum minus,,0.7
BECN1,COM00002929,14985,PLA00000228,Carum carvi,,0.7
BECN1,COM00002929,14985,PLA00000406,Hordeum vulgare,,0.7
BECN1,COM00002929,14985,PLA00001227,Vitis vinifera,,0.7
BECN1,COM00002929,14985,PLA00001430,Foeniculum vulgare,Adas,0.7
BECN1,COM00002929,14985,PLA00001580,Spinacia oleracea,,0.7
BECN1,COM00002929,14985,PLA00001600,Cocos nucifera,Kelapa,0.7
BECN1,COM00002929,14985,PLA00001724,Amaranthus hypochondriacus,,0.7
BECN1,COM00002929,14985,PLA00002950,Zea mays,Jagung,0.7
BECN1,COM00002929,14985,PLA00003058,Oryza sativa,Padi,0.7
BECN1,COM00002929,14985,PLA00003537,Schisandra chinensis,,0.7
BECN1,COM00002929,14985,PLA00003598,Coriandrum sativum,Ketumbar,0.7
BECN1,COM00002929,14985,PLA00003649,Hibiscus syriacus,,0.7
BECN1,COM00002929,14985,PLA00004061,Litchi chinensis,Leci,0.7
BECN1,COM00002929,14985,PLA00004157,Bixa orellana,Kesumba,0.7
BECN1,COM00002929,14985,PLA00004320,Triticum aestivum,,0.7
BECN1,COM00002929,14985,PLA00004569,Vaccinium macrocarpon,,0.7
BECN1,COM00002929,14985,PLA00004613,Avena sativa,,0.7
BECN1,COM00002929,14985,PLA00004981,Carthamus tinctorius,,0.7
IGF1,COM00000058,5280343,PLA00000291,Artemisia vestita,,0.7
IGF1,COM00000058,5280343,PLA00000325,Trifolium pratense,,0.7
IGF1,COM00000058,5280343,PLA00000400,Albizzia lebbeck,,0.7
IGF1,COM00000058,5280343,PLA00000457,Saussurea medusa,,0.7
IGF1,COM00000058,5280343,PLA00000558,Epimedium leishanense,,0.7
IGF1,COM00000058,5280343,PLA00000655,Phellodendron japonicum,,0.7
IGF1,COM00000058,5280343,PLA00001068,Epimedium davidii,,0.7
IGF1,COM00000058,5280343,PLA00001084,Syzygium cumini,Jamblang,0.7
IGF1,COM00000058,5280343,PLA00001237,Capparis himalayensis,,0.7
IGF1,COM00000058,5280343,PLA00001371,Epimedium brevicornum,,0.7
IGF1,COM00000058,5280343,PLA00001480,Piper umbellatum,,0.7
IGF1,COM00000058,5280343,PLA00001502,Brassica carinata,,0.7
IGF1,COM00000058,5280343,PLA00001570,Phellodendron amurense,,0.7
IGF1,COM00000058,5280343,PLA00001685,Hibiscus sabdariffa,Rosela,0.7
IGF1,COM00000058,5280343,PLA00001905,Psidium guajava,Jambu batu/Jambu biji,0.7
IGF1,COM00000058,5280343,PLA00001922,Epimedium stellatum,,0.7
IGF1,COM00000058,5280343,PLA00002244,Phyllanthus urinaria,,0.7
IGF1,COM00000058,5280343,PLA00002316,Croton tonkinensis,,0.7
IGF1,COM00000058,5280343,PLA00002465,Epimedium acuminatum,,0.7
IGF1,COM00000058,5280343,PLA00002483,Smilax riparia,,0.7
IGF1,COM00000058,5280343,PLA00002512,Epimedium myrianthum,,0.7
IGF1,COM00000058,5280343,PLA00002676,Epimedium koreanum,,0.7
IGF1,COM00000058,5280343,PLA00002693,Epimedium franchetii,,0.7
IGF1,COM00000058,5280343,PLA00003058,Oryza sativa,Padi,0.7
IGF1,COM00000058,5280343,PLA00003092,Malus doumeri,,0.7
IGF1,COM00000058,5280343,PLA00003138,Salvia dorrii,,0.7
IGF1,COM00000058,5280343,PLA00003228,Allium cepa,Bawang merah,0.7
IGF1,COM00000058,5280343,PLA00003319,Psorospermum androsaemifolium,,0.7
IGF1,COM00000058,5280343,PLA00003349,Epimedium leptorrhizum,,0.7
IGF1,COM00000058,5280343,PLA00003357,Epimedium pauciflorum,,0.7
IGF1,COM00000058,5280343,PLA00003467,Costus spicatus,,0.7
IGF1,COM00000058,5280343,PLA00003733,Euchresta formosana,,0.7
IGF1,COM00000058,5280343,PLA00003831,Blumea balsamifera,Sembung,0.7
IGF1,COM00000058,5280343,PLA00004020,Epimedium zhenbaense,,0.7
IGF1,COM00000058,5280343,PLA00004289,Euphorbia tinctoria,,0.7
IGF1,COM00000058,5280343,PLA00004347,Sophora japonica,,0.7
IGF1,COM00000058,5280343,PLA00004445,Epimedium membranaceum,,0.7
IGF1,COM00000058,5280343,PLA00004452,Phyllanthus niruri,Meniran,0.7
IGF1,COM00000058,5280343,PLA00004508,Phyllanthus emblica,,0.7
IGF1,COM00000058,5280343,PLA00004609,Epimedium fargesii,,0.7
IGF1,COM00000058,5280343,PLA00004637,Epimedium dolichostemen,,0.7
IGF1,COM00000058,5280343,PLA00004682,Epimedium pubescens,,0.7
IGF1,COM00000058,5280343,PLA00004714,Punica granatum,Delima,0.7
IGF1,COM00000058,5280343,PLA00004756,Epimedium sagittatum,,0.7
IGF1,COM00000058,5280343,PLA00004770,Eriobotrya japonica,,0.7
IGF1,COM00000058,5280343,PLA00004803,Smilax bracteata,,0.7
IGF1,COM00000058,5280343,PLA00004884,Epimedium zhushanense,,0.7
BECN1,COM00003488,637517,PLA00000164,Artemisia capillaris,,0.7
BECN1,COM00003488,637517,PLA00000188,Celosia cristada,,0.7
BECN1,COM00003488,637517,PLA00000753,Brucea javanica,,0.7
BECN1,COM00003488,637517,PLA00000766,Potentilla orientalis,,0.7
BECN1,COM00003488,637517,PLA00000828,Scurrula atropurpurea,,0.7
BECN1,COM00003488,637517,PLA00000837,Datura innoxial,,0.7
BECN1,COM00003488,637517,PLA00001830,Jatropha curcus,,0.7
BECN1,COM00003488,637517,PLA00001849,Alpinia oxyphylla,,0.7
BECN1,COM00003488,637517,PLA00001858,Potentilla desertorum,,0.7
BECN1,COM00003488,637517,PLA00002043,Notopterygium incisum,,0.7
BECN1,COM00003488,637517,PLA00002326,Potentilla asiatica,,0.7
BECN1,COM00003488,637517,PLA00002358,Justicia heterocarpa,,0.7
BECN1,COM00003488,637517,PLA00002495,Pandanus conoideus,,0.7
BECN1,COM00003488,637517,PLA00002502,Isatis tinctoria,,0.7
BECN1,COM00003488,637517,PLA00002555,Datura metel,Kecubung,0.7
BECN1,COM00003488,637517,PLA00003013,Sesamum orientale,,0.7
BECN1,COM00003488,637517,PLA00003294,Vitex trifolia,Legundi,0.7
BECN1,COM00003488,637517,PLA00003511,Nigella sativa,,0.7
BECN1,COM00003488,637517,PLA00003661,Taraxacum officinale,,0.7
BECN1,COM00003488,637517,PLA00003876,Polygonum minus,,0.7
BECN1,COM00003488,637517,PLA00004282,Laminaria japonica,,0.7
BECN1,COM00003488,637517,PLA00004597,Brassica hirta,,0.7
BECN1,COM00003488,637517,PLA00004714,Punica granatum,Delima,0.7
BECN1,COM00003488,637517,PLA00004748,Sesamum indicum,,0.7
BECN1,COM00001233,1031,PLA00001034,Zingiber officinale,Jahe,0.7
SIR3,COM00000996,6137,PLA00000792,Codonopsis pilosula,,0.7
SIR3,COM00000996,6137,PLA00001432,Ginkgo biloba,Ginkgo,0.7
SIR3,COM00000996,6137,PLA00001716,Codonopsis subglobosa,,0.7
SIR3,COM00000996,6137,PLA00002717,Codonopsis tangshen,,0.7
