protein,com_id,com_pubchem_id,prob
BCL2,COM00004628,750,0.0
BCL2,COM00005500,444863,0.0
SIR5,COM00002954,7478,0.0
SIR5,COM00006020,5281672,0.0
CDN2A,COM00000320,107971,0.0
SIR3,COM00000890,2153,0.0
CDN2A,COM00004629,5283731,0.0
CDN2A,COM00004930,5280795,0.0
CDN2A,COM00004327,760,0.0
CDN2A,COM00004713,7054,0.0
CDN2A,COM00006158,1032,0.0
SIR2,COM00002683,7991,0.0
SIR5,COM00001634,971,0.0
SIR5,COM00006167,9996708,0.0
SIR5,COM00005500,444863,0.0
SIR5,COM00000837,72281,0.0
CDN2A,COM00003218,440995,0.0
SIR2,COM00001123,264,0.0
SIR2,COM00006234,5282745,0.0
SIR2,COM00006158,1032,0.0
SIR2,COM00000583,6590,0.0
SIR2,COM00002659,10430,0.0
CDN2A,COM00005845,5288826,0.0
CDN2A,COM00001038,6581,0.0
SIR2,COM00002927,445354,0.0
KLOT,COM00000076,54675858,0.0
SIR5,COM00002226,612,0.0
BCL2,COM00004410,5962,0.0
BCL2,COM00001191,5862,0.0
BCL2,COM00004625,33032,0.0
BCL2,COM00000998,1110,0.0
BCL2,COM00005979,938,0.0
BCL2,COM00002954,7478,0.0
BCL2,COM00005361,10133,0.0
KLOT,COM00003265,119205,0.0
KLOT,COM00003074,439246,0.0
KLOT,COM00002278,3893,0.0
SIR2,COM00005361,10133,0.0
SIR2,COM00005101,31401,0.0
SIR2,COM00002046,221493,0.0
KLOT,COM00002896,338,0.0
KLOT,COM00001237,5280863,0.0
KLOT,COM00000058,5280343,0.0
BCL2,COM00005101,31401,0.0
BCL2,COM00002046,221493,0.0
BCL2,COM00005439,79034,0.0
BCL2,COM00006020,5281672,0.0
SIR5,COM00002137,6912,0.0
SIR5,COM00004922,5950,0.0
KLOT,COM00000998,1110,0.0
KLOT,COM00002954,7478,0.0
KLOT,COM00001891,60961,0.0
KLOT,COM00006020,5281672,0.0
SIR2,COM00000998,1110,0.0
KLOT,COM00003179,243,0.0
KLOT,COM00001634,971,0.0
KLOT,COM00004018,25322948,0.0
KLOT,COM00005500,444863,0.0
SIR2,COM00003488,637517,0.0
SIR2,COM00001237,5280863,0.0
SIR5,COM00006158,1032,0.0
BCL2,COM00003074,439246,0.0
BCL2,COM00002278,3893,0.0
KLOT,COM00000837,72281,0.0
KLOT,COM00004056,2230,0.0
KLOT,COM00004908,379,0.0
SIR2,COM00000758,1060,0.0
SIR2,COM00000994,5280934,0.0
KLOT,COM00004561,46936484,0.0
KLOT,COM00004713,7054,0.0
KLOT,COM00001123,264,0.0
KLOT,COM00004411,6140,0.0
KLOT,COM00006158,1032,0.0
KLOT,COM00005220,19,0.0
KLOT,COM00000363,2969,0.0
KLOT,COM00002659,10430,0.0
KLOT,COM00003218,440995,0.0
KLOT,COM00005845,5288826,0.0
KLOT,COM00003181,12530,0.0
KLOT,COM00004003,1491,0.0
KLOT,COM00005017,11047943,0.0
BCL2,COM00002768,12620,0.0
BCL2,COM00000058,5280343,0.0
BCL2,COM00000320,107971,0.0
BCL2,COM00002122,46937002,0.0
