,UniprotID,PubChem_CID,interaction
2913,Q96EB6,164622927,1
2914,Q96EB6,164617579,1
2915,Q96EB6,164623894,1
2916,Q96EB6,12826552,1
2917,Q96EB6,164615055,1
2918,Q96EB6,10659531,1
2919,Q96EB6,17495989,1
2920,Q96EB6,164613145,1
2921,Q96EB6,164622756,1
2922,Q96EB6,164624198,1
2923,Q96EB6,12948867,1
2924,Q96EB6,164628858,1
2925,Q96EB6,60630478,1
2926,Q96EB6,164614304,1
2927,Q96EB6,164614404,1
2928,Q96EB6,164617823,1
2929,Q96EB6,43918321,1
2930,Q96EB6,13425086,1
2931,Q96EB6,164622706,1
2932,Q96EB6,164628773,1
2933,Q96EB6,164629062,1
2934,Q96EB6,164628201,1
2935,Q96EB6,10542027,1
2936,Q96EB6,10659587,1
2937,Q96EB6,78673271,1
2938,Q96EB6,164622075,1
2939,Q96EB6,164623561,1
2940,Q96EB6,164618168,1
2941,Q96EB6,164612445,1
2942,Q96EB6,164616843,1
2943,Q96EB6,164615799,1
2944,Q96EB6,164618619,1
2945,Q96EB6,164612497,1
2946,Q96EB6,164621857,1
2947,Q96EB6,164619485,1
2948,Q96EB6,164621234,1
2949,Q96EB6,168277722,1
2950,Q96EB6,14825063,1
2951,Q96EB6,121325097,1
2952,Q96EB6,168290099,1
2953,Q96EB6,168291742,1
2954,Q96EB6,168289886,1
2955,Q96EB6,168292154,1
2956,Q96EB6,168287129,1
2957,Q96EB6,168278432,1
2958,Q96EB6,171352434,1
2960,Q96EB6,171355864,1
2961,Q96EB6,10574953,1
2962,Q96EB6,11840600,1
2963,Q96EB6,11840601,1
2964,Q96EB6,6493841,1
2965,Q96EB6,6493840,1
2966,Q96EB6,662842,1
2967,Q96EB6,936014,1
2968,Q96EB6,662396,1
2969,Q96EB6,661498,1
2970,Q96EB6,663194,1
2971,Q96EB6,937643,1
2972,Q96EB6,934700,1
2973,Q96EB6,933903,1
2974,Q96EB6,655862,1
2975,Q96EB6,662768,1
2976,Q96EB6,3163959,1
2977,Q96EB6,665474,1
2978,Q96EB6,6493844,1
2979,Q96EB6,6460292,1
2980,Q96EB6,6493843,1
2981,Q96EB6,665743,1
2982,Q96EB6,6493847,1
2983,Q96EB6,6493846,1
2984,Q96EB6,662677,1
2985,Q96EB6,3163951,1
2986,Q96EB6,4893498,1
2987,Q96EB6,3163950,1
2988,Q96EB6,3163949,1
2989,Q96EB6,3163948,1
2990,Q96EB6,6493842,1
2991,Q96EB6,3163947,1
2992,Q96EB6,4895138,1
2993,Q96EB6,4893663,1
2994,Q96EB6,665718,1
2995,Q96EB6,3163957,1
2996,Q96EB6,3163958,1
2997,Q96EB6,937168,1
2998,Q96EB6,4893956,1
2999,Q96EB6,6493845,1
3000,Q96EB6,3163952,1
3001,Q96EB6,4971057,1
3002,Q96EB6,90016528,1
3003,Q96EB6,118283203,1
3004,Q96EB6,72550525,1
3005,Q96EB6,72550523,1
3006,Q96EB6,118283204,1
3007,Q96EB6,72550748,1
3008,Q96EB6,72550747,1
3009,Q96EB6,71812123,1
3010,Q96EB6,72550527,1
3011,Q96EB6,118283202,1
3012,Q96EB6,72550526,1
3013,Q96EB6,118283209,1
3014,Q96EB6,11696870,1
3015,Q96EB6,5512210,1
3016,Q96EB6,5512209,1
3017,Q96EB6,11509437,1
3018,Q96EB6,11701546,1
3019,Q96EB6,2915792,1
3020,Q96EB6,2858149,1
3021,Q96EB6,11708252,1
3022,Q96EB6,914268,1
3023,Q96EB6,914269,1
3024,Q96EB6,2848181,1
3025,Q96EB6,11522166,1
3026,Q96EB6,3148372,1
3027,Q96EB6,2831741,1
3028,Q96EB6,609412,1
3029,Q96EB6,11652227,1
3031,Q96EB6,11854565,1
3032,Q96EB6,11708474,1
3033,Q96EB6,661302,1
3034,Q96EB6,11565551,1
3035,Q96EB6,2859649,1
3036,Q96EB6,11536113,1
3037,Q96EB6,11687587,1
3038,Q96EB6,91936352,1
3039,Q96EB6,118738026,1
3040,Q96EB6,118738024,1
3041,Q96EB6,118738018,1
3042,Q96EB6,118988526,1
3043,Q96EB6,118738016,1
3044,Q96EB6,118738015,1
3045,Q96EB6,118738014,1
3046,Q96EB6,118738010,1
3047,Q96EB6,118738008,1
3048,Q96EB6,118738006,1
3049,Q96EB6,118738004,1
3050,Q96EB6,118738000,1
3051,Q96EB6,122180740,1
3052,Q96EB6,122180739,1
3053,Q96EB6,2400,1
3054,Q96EB6,2396,1
3055,Q96EB6,5331125,1
3056,Q96EB6,122184881,1
3057,Q96EB6,122184879,1
3058,Q96EB6,122184878,1
3059,Q96EB6,122184877,1
3060,Q96EB6,122184876,1
3061,Q96EB6,122184875,1
3062,Q96EB6,53379498,1
3063,Q96EB6,1183103,1
3064,Q96EB6,2130402,1
3065,Q96EB6,1372572,1
3066,Q96EB6,1183104,1
3067,Q96EB6,1183101,1
3068,Q96EB6,3953303,1
3069,Q96EB6,1183108,1
3070,Q96EB6,1183106,1
3071,Q96EB6,46966768,1
3072,Q96EB6,46966849,1
3073,Q96EB6,1258010,1
3074,Q96EB6,24949372,1
3075,Q96EB6,24949217,1
3076,Q96EB6,24949071,1
3077,Q96EB6,24949066,1
3078,Q96EB6,2743189,1
3079,Q96EB6,44572666,1
3080,Q96EB6,44572662,1
3081,Q96EB6,44572663,1
3082,Q96EB6,44572664,1
3083,Q96EB6,44572700,1
3084,Q96EB6,44572701,1
3085,Q96EB6,44572702,1
3086,Q96EB6,44572703,1
3087,Q96EB6,44572704,1
3088,Q96EB6,44572705,1
3089,Q96EB6,44572706,1
3090,Q96EB6,44572767,1
3091,Q96EB6,44572768,1
3092,Q96EB6,44572769,1
3093,Q96EB6,44572770,1
3094,Q96EB6,44572771,1
3095,Q96EB6,44572817,1
3096,Q96EB6,44572818,1
3097,Q96EB6,44572819,1
3098,Q96EB6,44572820,1
3099,Q96EB6,44572821,1
3100,Q96EB6,44572628,1
3101,Q96EB6,127042242,1
3102,Q96EB6,127033814,1
3103,Q96EB6,127034093,1
3104,Q96EB6,127034094,1
3105,Q96EB6,127034095,1
3106,Q96EB6,127034098,1
3107,Q96EB6,127034360,1
3108,Q96EB6,127034092,1
3109,Q96EB6,127032844,1
3110,Q96EB6,6223897,1
3111,Q96EB6,124156601,1
3112,Q96EB6,124156464,1
3113,Q96EB6,124156731,1
3114,Q96EB6,124156084,1
3115,Q96EB6,124156175,1
3116,Q96EB6,124162056,1
3117,Q96EB6,124156886,1
3118,Q96EB6,124156454,1
3119,Q96EB6,124157054,1
3120,Q96EB6,124155887,1
3121,Q96EB6,124155894,1
3122,Q96EB6,124156406,1
3123,Q96EB6,124156333,1
3124,Q96EB6,124156573,1
3125,Q96EB6,124156519,1
3126,Q96EB6,124155892,1
3127,Q96EB6,124156051,1
3128,Q96EB6,124156432,1
3129,Q96EB6,124155880,1
3130,Q96EB6,124156297,1
3131,Q96EB6,124156466,1
3132,Q96EB6,124157048,1
3133,Q96EB6,124155921,1
3134,Q96EB6,124155909,1
3135,Q96EB6,124156742,1
3136,Q96EB6,124156337,1
3137,Q96EB6,124156677,1
3138,Q96EB6,124156515,1
3139,Q96EB6,124156875,1
3140,Q96EB6,124155947,1
3141,Q96EB6,124156563,1
3142,Q96EB6,124156591,1
3143,Q96EB6,124156715,1
3144,Q96EB6,124156702,1
3145,Q96EB6,124156054,1
3146,Q96EB6,124156582,1
3147,Q96EB6,124155856,1
3148,Q96EB6,124156920,1
3149,Q96EB6,124156756,1
3150,Q96EB6,124156338,1
3151,Q96EB6,124156339,1
3152,Q96EB6,124156076,1
3153,Q96EB6,121231415,1
3154,Q96EB6,124156728,1
3155,Q96EB6,124156324,1
3156,Q96EB6,124156568,1
3157,Q96EB6,124156322,1
3158,Q96EB6,124155865,1
3159,Q96EB6,124156887,1
3160,Q96EB6,124156885,1
3161,Q96EB6,124156461,1
3162,Q96EB6,124155944,1
3163,Q96EB6,124156548,1
3164,Q96EB6,124156967,1
3165,Q96EB6,127048873,1
3166,Q96EB6,124155864,1
3167,Q96EB6,124156314,1
3168,Q96EB6,124156914,1
3169,Q96EB6,124156294,1
3170,Q96EB6,124156319,1
3171,Q96EB6,124156375,1
3172,Q96EB6,124156311,1
3173,Q96EB6,124156389,1
3174,Q96EB6,124155906,1
3175,Q96EB6,124156671,1
3176,Q96EB6,124156596,1
3177,Q96EB6,124156666,1
3178,Q96EB6,124155918,1
3179,Q96EB6,124156888,1
3180,Q96EB6,124156896,1
3181,Q96EB6,124156332,1
3182,Q96EB6,124156707,1
3183,Q96EB6,124156477,1
3184,Q96EB6,127049868,1
3185,Q96EB6,124156913,1
3186,Q96EB6,124156580,1
3187,Q96EB6,124156082,1
3188,Q96EB6,124156892,1
3189,Q96EB6,45267617,1
3190,Q96EB6,44565975,1
3191,Q96EB6,707029,1
3192,Q96EB6,52947355,1
3193,Q96EB6,52947608,1
3194,Q96EB6,52941276,1
3195,Q96EB6,46919126,1
3196,Q96EB6,52947718,1
3197,Q96EB6,52942684,1
3198,Q96EB6,52947577,1
3199,Q96EB6,52946220,1
3200,Q96EB6,52943833,1
3201,Q96EB6,52949842,1
3202,Q96EB6,52944947,1
3203,Q96EB6,46919223,1
3204,Q96EB6,52948629,1
3205,Q96EB6,52941053,1
3206,Q96EB6,56669934,1
3207,Q96EB6,53257841,1
3208,Q96EB6,16805603,1
3209,Q96EB6,1104317,1
3210,Q96EB6,56663060,1
3211,Q96EB6,703333,1
3212,Q96EB6,11126879,1
3213,Q96EB6,91932265,1
3214,Q96EB6,56676724,1
3215,Q96EB6,24822260,1
3216,Q96EB6,46871955,1
3217,Q96EB6,56664966,1
3218,Q96EB6,54757795,1
3219,Q96EB6,54757796,1
3220,Q96EB6,54757797,1
3221,Q96EB6,54757800,1
3222,Q96EB6,54757799,1
3223,Q96EB6,54757892,1
3224,Q96EB6,54757893,1
3225,Q96EB6,54669819,1
3226,Q96EB6,54757894,1
3227,Q96EB6,54757895,1
3228,Q96EB6,54669818,1
3229,Q96EB6,54757896,1
3230,Q96EB6,54757989,1
3231,Q96EB6,54757990,1
3232,Q8IXJ6,73292338,1
3233,Q8IXJ6,73292335,1
3234,Q8IXJ6,73291970,1
3257,Q8IXJ6,122580128,1
3262,Q8IXJ6,49847039,1
3266,Q8IXJ6,49847264,1
3267,Q8IXJ6,90936478,1
3268,Q8IXJ6,57398538,1
3269,Q8IXJ6,49847268,1
3270,Q8IXJ6,71664652,1
3271,Q8IXJ6,49806788,1
3272,Q8IXJ6,87280537,1
3273,Q8IXJ6,49847116,1
3274,Q8IXJ6,52920244,1
3275,Q8IXJ6,90342810,1
3277,Q8IXJ6,1341463,1
3278,Q8IXJ6,90343001,1
3279,Q8IXJ6,90655418,1
3280,Q8IXJ6,90342300,1
3281,Q8IXJ6,90343257,1
3282,Q8IXJ6,52947718,1
3283,Q8IXJ6,52947577,1
3284,Q8IXJ6,52949842,1
3285,Q8IXJ6,52946220,1
3286,Q8IXJ6,52943833,1
3287,Q8IXJ6,52942684,1
3288,Q8IXJ6,52942750,1
3289,Q8IXJ6,52948629,1
3290,Q8IXJ6,52944947,1
3291,Q8IXJ6,46919223,1
3292,Q8IXJ6,44565975,1
3293,Q8IXJ6,56659599,1
3294,Q8IXJ6,16805603,1
3295,Q8IXJ6,56669934,1
3296,Q8IXJ6,53257841,1
3297,Q8IXJ6,46231289,1
3298,Q8IXJ6,53257842,1
3299,Q8IXJ6,5717148,1
3302,Q8IXJ6,5083,1
3303,Q8IXJ6,56680039,1
3304,Q8IXJ6,1104317,1
3305,Q8IXJ6,703333,1
3306,Q8IXJ6,56676724,1
3307,Q8IXJ6,11126879,1
3308,Q8IXJ6,56673416,1
3309,Q8IXJ6,91932265,1
3310,Q8IXJ6,24806034,1
3311,Q8IXJ6,2817242,1
3312,Q8IXJ6,11396733,1
3313,Q8IXJ6,3610426,1
3314,Q8IXJ6,54583970,1
3315,Q8IXJ6,54580984,1
3316,Q8IXJ6,54583971,1
3317,Q8IXJ6,54580985,1
3318,Q8IXJ6,54580986,1
3319,Q8IXJ6,24822260,1
3320,Q8IXJ6,53379498,1
3321,Q8IXJ6,46871955,1
3322,Q8IXJ6,56664966,1
3323,Q8IXJ6,44572666,1
3324,Q8IXJ6,44572702,1
3325,Q8IXJ6,52947355,1
3326,Q8IXJ6,54757795,1
3327,Q8IXJ6,54757796,1
3328,Q8IXJ6,54757797,1
3329,Q8IXJ6,54757799,1
3330,Q8IXJ6,54757800,1
3331,Q8IXJ6,54757892,1
3332,Q8IXJ6,54757894,1
3333,Q8IXJ6,54669819,1
3334,Q8IXJ6,54757895,1
3335,Q8IXJ6,54757896,1
3336,Q8IXJ6,54669818,1
3337,Q8IXJ6,45483031,1
3338,Q8IXJ6,54757990,1
3339,Q8IXJ6,54757991,1
3340,Q8IXJ6,54669816,1
3341,Q8IXJ6,54757798,1
3342,Q8IXJ6,54757893,1
3343,Q8IXJ6,54757989,1
3344,Q8IXJ6,24772043,1
3345,Q8IXJ6,57391608,1
3346,Q8IXJ6,57395073,1
3347,Q8IXJ6,57398602,1
3348,Q8IXJ6,57395075,1
3349,Q8IXJ6,57400270,1
3350,Q8IXJ6,49847120,1
3351,Q8IXJ6,49847270,1
3352,Q8IXJ6,49847186,1
3353,Q8IXJ6,49847190,1
3354,Q8IXJ6,49847192,1
3355,Q8IXJ6,49847124,1
3356,Q8IXJ6,49847272,1
3357,Q8IXJ6,57392691,1
3358,Q8IXJ6,57345650,1
3359,Q8IXJ6,57403131,1
3360,Q8IXJ6,42597114,1
3361,Q8IXJ6,66560311,1
3362,Q8IXJ6,42598460,1
3363,Q8IXJ6,66560309,1
3364,Q8IXJ6,66560226,1
3365,Q8IXJ6,66560225,1
3366,Q8IXJ6,66560391,1
3367,Q8IXJ6,66560312,1
3368,Q8IXJ6,70676792,1
3369,Q8IXJ6,70676628,1
3370,Q8IXJ6,70676627,1
3371,Q8IXJ6,12761967,1
3372,Q8IXJ6,70676626,1
3373,Q8IXJ6,70676625,1
3374,Q8IXJ6,70676624,1
3375,Q8IXJ6,70676623,1
3376,Q8IXJ6,45486324,1
3377,Q8IXJ6,5511942,1
3378,Q8IXJ6,694858,1
3379,Q8IXJ6,5397113,1
3380,Q8IXJ6,42626405,1
3381,Q8IXJ6,44138532,1
3382,Q8IXJ6,3943541,1
3383,Q8IXJ6,70676622,1
3384,Q8IXJ6,70676484,1
3385,Q8IXJ6,70676483,1
3386,Q8IXJ6,10428959,1
3387,Q8IXJ6,134139976,1
3388,Q8IXJ6,96455,1
3389,Q8IXJ6,16073643,1
3390,Q8IXJ6,73355035,1
3391,Q8IXJ6,4238838,1
3392,Q8IXJ6,98185391,1
3393,Q8IXJ6,441298,1
3394,Q8IXJ6,134144404,1
3395,Q8IXJ6,66541,1
3396,Q8IXJ6,6459022,1
3397,Q8IXJ6,134137237,1
3398,Q8IXJ6,16073617,1
3399,Q8IXJ6,5405608,1
3400,Q8IXJ6,16099336,1
3401,Q8IXJ6,16099333,1
3403,Q8IXJ6,24807049,1
3404,Q8IXJ6,24805831,1
3405,Q8IXJ6,24806638,1
3406,Q8IXJ6,24806636,1
3407,Q8IXJ6,24805828,1
3408,Q8IXJ6,24807050,1
3409,Q8IXJ6,24806635,1
3410,Q8IXJ6,24806033,1
3411,Q8IXJ6,24806431,1
3412,Q8IXJ6,24806430,1
3413,Q8IXJ6,24806427,1
3414,Q8IXJ6,24806426,1
3415,Q8IXJ6,24806237,1
3416,Q8IXJ6,24806236,1
3417,Q8IXJ6,24806235,1
3418,Q8IXJ6,24806233,1
3419,Q8IXJ6,24806232,1
3420,Q8IXJ6,24806230,1
3421,Q8IXJ6,44427280,1
3422,Q8IXJ6,44427282,1
3423,Q8IXJ6,16739316,1
3424,Q8IXJ6,5811220,1
3425,Q8IXJ6,44427286,1
3426,Q8IXJ6,44427283,1
3427,Q8IXJ6,73333924,1
3428,Q8IXJ6,73333808,1
3429,Q8IXJ6,73333807,1
3430,Q8IXJ6,134132760,1
3431,Q8IXJ6,134145576,1
3432,Q8IXJ6,134130814,1
3433,Q8IXJ6,134153152,1
3434,Q8IXJ6,134150759,1
3435,Q8IXJ6,134141382,1
3436,Q8IXJ6,134155806,1
3437,Q8IXJ6,134142322,1
3438,Q8IXJ6,134148882,1
3439,Q8IXJ6,134132512,1
3440,Q8IXJ6,134148970,1
3441,Q8IXJ6,134143263,1
3442,Q8IXJ6,134148556,1
3443,Q8IXJ6,134141051,1
3444,Q8IXJ6,71654993,1
3445,Q8IXJ6,71654992,1
3446,Q8IXJ6,71654991,1
3447,Q8IXJ6,71654990,1
3448,Q8IXJ6,71654989,1
3449,Q8IXJ6,71654988,1
3450,Q8IXJ6,71654987,1
3451,Q8IXJ6,71654914,1
3452,Q8IXJ6,71654913,1
3453,Q8IXJ6,71654912,1
3454,Q8IXJ6,71654911,1
3455,Q8IXJ6,71304815,1
3456,Q8IXJ6,71654910,1
3457,Q8IXJ6,71654909,1
3458,Q8IXJ6,71304814,1
3459,Q8IXJ6,71654843,1
3460,Q8IXJ6,71654842,1
3461,Q8IXJ6,71654841,1
3462,Q8IXJ6,71654840,1
3463,Q8IXJ6,71654839,1
3464,Q8IXJ6,71654770,1
3465,Q8IXJ6,71654838,1
3466,Q8IXJ6,71654775,1
3467,Q8IXJ6,71655141,1
3468,Q8IXJ6,71654774,1
3469,Q8IXJ6,71655063,1
3470,Q8IXJ6,71654773,1
3471,Q8IXJ6,71654772,1
3473,Q8IXJ6,71655062,1
3474,Q8IXJ6,71304813,1
3475,Q8IXJ6,71655061,1
3476,Q8IXJ6,71655060,1
3477,Q8IXJ6,5361,1
3478,Q8IXJ6,71562067,1
3479,Q8IXJ6,42626298,1
3481,Q8IXJ6,24180126,1
3482,Q8IXJ6,24180124,1
3483,Q8IXJ6,24180125,1
3484,Q8IXJ6,45029060,1
3485,Q8IXJ6,45029063,1
3486,Q8IXJ6,56674921,1
3487,Q8IXJ6,45029061,1
3488,Q8IXJ6,189883,1
3489,Q8IXJ6,5329102,1
3490,Q8IXJ6,5380241,1
3491,Q8IXJ6,694859,1
3492,Q8IXJ6,71453984,1
3493,Q8IXJ6,71459392,1
3494,Q8IXJ6,1095092,1
3495,Q8IXJ6,71452171,1
3496,Q8IXJ6,698853,1
3497,Q8IXJ6,2248572,1
3498,Q8IXJ6,1103548,1
3499,Q8IXJ6,1372991,1
3500,Q8IXJ6,91928439,1
3501,Q8IXJ6,46179786,1
3502,Q8IXJ6,71461084,1
3503,Q8IXJ6,46179785,1
3504,Q8IXJ6,44596232,1
3505,Q8IXJ6,45268494,1
3506,Q8IXJ6,786469,1
3507,Q8IXJ6,44596233,1
3508,Q8IXJ6,71451254,1
3509,Q8IXJ6,43358927,1
3510,Q8IXJ6,45272735,1
3511,Q8IXJ6,45270178,1
3512,Q8IXJ6,71449454,1
3513,Q8IXJ6,71451255,1
3514,Q8IXJ6,45269359,1
3515,Q8IXJ6,45270186,1
3516,Q8IXJ6,901929,1
3517,Q8IXJ6,71451256,1
3518,Q8IXJ6,71461991,1
3519,Q8IXJ6,71454816,1
3520,Q8IXJ6,45267626,1
3521,Q8IXJ6,13505632,1
3522,Q8IXJ6,71458450,1
3523,Q8IXJ6,21106123,1
3524,Q8IXJ6,71451257,1
3525,Q8IXJ6,43358881,1
3526,Q8IXJ6,71454817,1
3527,Q8IXJ6,45267627,1
3528,Q8IXJ6,70089831,1
3529,Q8IXJ6,11345158,1
3530,Q8IXJ6,4386,1
3531,Q8IXJ6,12476632,1
3532,Q8IXJ6,15701548,1
3533,Q8IXJ6,3290567,1
3534,Q8IXJ6,2728632,1
3535,Q8IXJ6,67523832,1
3536,Q8IXJ6,60167125,1
3537,Q8IXJ6,60167126,1
3538,Q8IXJ6,60167127,1
3539,Q8IXJ6,60167128,1
3540,Q8IXJ6,60167129,1
3541,Q8IXJ6,60167270,1
3542,Q8IXJ6,60167271,1
3543,Q8IXJ6,60167272,1
3544,Q8IXJ6,60167273,1
3545,Q8IXJ6,60167274,1
3546,Q8IXJ6,60167276,1
3547,Q8IXJ6,60167277,1
3548,Q8IXJ6,60167418,1
3549,Q8IXJ6,60167419,1
3550,Q8IXJ6,60167420,1
3551,Q8IXJ6,60167421,1
3552,Q8IXJ6,60167422,1
3553,Q8IXJ6,60167423,1
3554,Q8IXJ6,60167424,1
3555,Q8IXJ6,60165377,1
3556,Q8IXJ6,60165378,1
3557,Q8IXJ6,60165379,1
3558,Q8IXJ6,60165380,1
3559,Q8IXJ6,60165381,1
3560,Q8IXJ6,60165382,1
3561,Q8IXJ6,56935695,1
3562,Q8IXJ6,60165383,1
3563,Q8IXJ6,60165506,1
3564,Q8IXJ6,60165642,1
3565,Q8IXJ6,60165643,1
3566,Q8IXJ6,60165644,1
3567,Q8IXJ6,60165645,1
3568,Q8IXJ6,60165646,1
3569,Q8IXJ6,60165647,1
3570,Q8IXJ6,60148504,1
3571,Q8IXJ6,60165648,1
3572,Q8IXJ6,60165794,1
3573,Q8IXJ6,60165795,1
3574,Q8IXJ6,60165796,1
3575,Q8IXJ6,60165797,1
3576,Q8IXJ6,60165798,1
3577,Q8IXJ6,60165799,1
3578,Q8IXJ6,132991423,1
3579,Q8IXJ6,134131007,1
3580,Q8IXJ6,134130520,1
3581,Q8IXJ6,74229666,1
3582,Q8IXJ6,86343390,1
3583,Q8IXJ6,2213746,1
3584,Q8IXJ6,2198506,1
3586,Q8IXJ6,121276990,1
3588,Q8IXJ6,2214085,1
3589,Q8IXJ6,86343578,1
3590,Q8IXJ6,3071025,1
3592,Q8IXJ6,1273930,1
3593,Q8IXJ6,1327659,1
3594,Q8IXJ6,86343196,1
3595,Q8IXJ6,2920763,1
3596,Q8IXJ6,1327637,1
3597,Q8IXJ6,2921934,1
3598,Q8IXJ6,43513979,1
3599,Q8IXJ6,137657660,1
3600,Q8IXJ6,137643742,1
3601,Q8IXJ6,137644654,1
3602,Q8IXJ6,137632714,1
3603,Q8IXJ6,137657605,1
3604,Q8IXJ6,137650068,1
3605,Q8IXJ6,137639610,1
3606,Q8IXJ6,137650908,1
3607,Q8IXJ6,79200268,1
3608,Q8IXJ6,73355036,1
3609,Q8IXJ6,134433618,1
3610,Q8IXJ6,72664791,1
3611,Q8IXJ6,60141294,1
3612,Q8IXJ6,72664892,1
3613,Q8IXJ6,72664790,1
3614,Q8IXJ6,137658301,1
3615,Q8IXJ6,137644691,1
3616,Q8IXJ6,137634939,1
3617,Q8IXJ6,11639738,1
3618,Q8IXJ6,145960911,1
3619,Q8IXJ6,145963700,1
3620,Q8IXJ6,145962411,1
3621,Q8IXJ6,126843233,1
3622,Q8IXJ6,145963449,1
3623,Q8IXJ6,145950856,1
3624,Q8IXJ6,145954819,1
3625,Q8IXJ6,145952477,1
3626,Q8IXJ6,145956141,1
3627,Q8IXJ6,145958500,1
3628,Q8IXJ6,145949621,1
3629,Q8IXJ6,145956292,1
3630,Q8IXJ6,145957670,1
3631,Q8IXJ6,134433608,1
3632,Q8IXJ6,145949537,1
3633,Q8IXJ6,145973165,1
3634,Q8IXJ6,145952074,1
3635,Q8IXJ6,145963544,1
3636,Q8IXJ6,134820907,1
3637,Q8IXJ6,134820906,1
3638,Q8IXJ6,145951428,1
3639,Q8IXJ6,145958990,1
3640,Q8IXJ6,145962932,1
3641,Q8IXJ6,145957468,1
3642,Q8IXJ6,145953925,1
3643,Q8IXJ6,145953107,1
3644,Q8IXJ6,145956014,1
3645,Q8IXJ6,145961629,1
3646,Q8IXJ6,145952756,1
3647,Q8IXJ6,145951020,1
3648,Q8IXJ6,11369948,1
3649,Q8IXJ6,145950742,1
3650,Q8IXJ6,145958186,1
3651,Q8IXJ6,145954292,1
3652,Q8IXJ6,145962276,1
3653,Q8IXJ6,145953733,1
3654,Q8IXJ6,145961009,1
3655,Q8IXJ6,145971711,1
3656,Q8IXJ6,145960080,1
3657,Q8IXJ6,145951161,1
3658,Q8IXJ6,145973119,1
3659,Q8IXJ6,145961648,1
3660,Q8IXJ6,145952006,1
3661,Q8IXJ6,145953758,1
3662,Q8IXJ6,6496840,1
3663,Q8IXJ6,9324490,1
3664,Q8IXJ6,6496838,1
3665,Q8IXJ6,1230959,1
3666,Q8IXJ6,145986208,1
3667,Q8IXJ6,112499922,1
3668,Q8IXJ6,11387581,1
3669,Q8IXJ6,138319670,1
3670,Q8IXJ6,135397670,1
3671,Q8IXJ6,135397680,1
3672,Q8IXJ6,11202854,1
3673,Q8IXJ6,145967841,1
3674,Q8IXJ6,11538455,1
3675,Q8IXJ6,137701235,1
3676,Q8IXJ6,145983712,1
3677,Q8IXJ6,90343086,1
3678,Q8IXJ6,75593280,1
3679,Q8IXJ6,90342767,1
3680,Q8IXJ6,26289990,1
3681,Q8IXJ6,90342555,1
3682,Q8IXJ6,90342675,1
3683,Q8IXJ6,90343096,1
3684,Q8IXJ6,90343011,1
3685,Q8IXJ6,90342533,1
3686,Q8IXJ6,90342552,1
3687,Q8IXJ6,86302662,1
3688,Q8IXJ6,86302663,1
3689,Q8IXJ6,76901487,1
3690,Q8IXJ6,76901682,1
3691,Q8IXJ6,90252695,1
3692,Q8IXJ6,86302664,1
3693,Q8IXJ6,90237908,1
3694,Q8IXJ6,90241301,1
3695,Q8IXJ6,76901489,1
3696,Q8IXJ6,77461130,1
3697,Q8IXJ6,77461131,1
3698,Q8IXJ6,90654860,1
3699,Q8IXJ6,90654861,1
3700,Q8IXJ6,90654862,1
3701,Q8IXJ6,90654863,1
3702,Q8IXJ6,90654864,1
3703,Q8IXJ6,46966788,1
3704,Q8IXJ6,46958766,1
3705,Q8IXJ6,3106525,1
3706,Q8IXJ6,90645142,1
3707,Q8IXJ6,90645143,1
3708,Q8IXJ6,90645144,1
3709,Q8IXJ6,118717209,1
3710,Q8IXJ6,118717208,1
3711,Q8IXJ6,101884803,1
3712,Q8IXJ6,101884802,1
3713,Q8IXJ6,101884805,1
3714,Q8IXJ6,101884807,1
3715,Q8IXJ6,101884812,1
3716,Q8IXJ6,101884808,1
3717,Q8IXJ6,101884804,1
3718,Q8IXJ6,6918837,1
3719,Q8IXJ6,90668290,1
3720,Q8IXJ6,90668295,1
3721,Q8IXJ6,90668297,1
3722,Q8IXJ6,90668300,1
3723,Q8IXJ6,121313559,1
3724,Q8IXJ6,121313557,1
3725,Q8IXJ6,137653263,1
3726,Q8IXJ6,137653845,1
3727,Q8IXJ6,121313591,1
3728,Q8IXJ6,121313574,1
3729,Q8IXJ6,121313588,1
3730,Q8IXJ6,121313623,1
3731,Q8IXJ6,137650567,1
3732,Q8IXJ6,137644426,1
3733,Q8IXJ6,137661474,1
3734,Q8IXJ6,121313543,1
3735,Q8IXJ6,121313603,1
3736,Q8IXJ6,137636613,1
3737,Q8IXJ6,121313551,1
3738,Q8IXJ6,137655024,1
3739,Q8IXJ6,121304741,1
3740,Q8IXJ6,137657467,1
3741,Q8IXJ6,121313571,1
3742,Q8IXJ6,121313555,1
3743,Q8IXJ6,121313639,1
3744,Q8IXJ6,137643466,1
3745,Q8IXJ6,121313542,1
3746,Q8IXJ6,45222595,1
3747,Q8IXJ6,137649628,1
3748,Q8IXJ6,137640449,1
3749,Q8IXJ6,137654291,1
3750,Q8IXJ6,137660551,1
3751,Q8IXJ6,121313582,1
3752,Q8IXJ6,121313616,1
3753,Q8IXJ6,121313602,1
3754,Q8IXJ6,137641984,1
3755,Q8IXJ6,137643431,1
3756,Q8IXJ6,121313590,1
3757,Q8IXJ6,121313619,1
3758,Q8IXJ6,121313641,1
3759,Q8IXJ6,121313553,1
3760,Q8IXJ6,121313620,1
3761,Q8IXJ6,121313644,1
3762,Q8IXJ6,137654178,1
3763,Q8IXJ6,56856349,1
3764,Q8IXJ6,121313586,1
3765,Q8IXJ6,137661514,1
