,UniprotID,PubChem_CID,interaction
445,Q8N726,3496,1
446,Q8N726,3536,1
447,Q8N726,3637,1
448,Q8N726,3639,1
449,Q8N726,3657,1
450,Q8N726,3676,1
451,Q8N726,3749,1
452,Q8N726,3902,1
453,Q8N726,3973,1
454,Q8N726,4032,1
455,Q8N726,4055,1
456,Q8N726,4115,1
457,Q8N726,4261,1
458,Q8N726,4763,1
459,Q8N726,4913,1
460,Q8N726,4927,1
461,Q8N726,5186,1
462,Q8N726,5235,1
463,Q8N726,5258,1
464,Q8N726,5291,1
465,Q8N726,5350,1
466,Q8N726,5394,1
467,Q8N726,5452,1
468,Q8N726,5564,1
469,Q8N726,5641,1
470,Q8N726,5694,1
471,Q8N726,5753,1
472,Q8N726,5757,1
473,Q8N726,5770,1
474,Q8N726,5833,1
475,Q8N726,5865,1
476,Q8N726,5881,1
477,Q8N726,5897,1
478,Q8N726,5909,1
479,Q8N726,5921,1
480,Q8N726,5936,1
481,Q8N726,5943,1
482,Q8N726,5952,1
483,Q8N726,5959,1
484,Q8N726,6001,1
485,Q8N726,6036,1
486,Q8N726,6124,1
487,Q8N726,6197,1
488,Q8N726,6303,1
489,Q8N726,6338,1
490,Q8N726,6410,1
491,Q8N726,6549,1
492,Q8N726,6597,1
493,Q8N726,6623,1
494,Q8N726,6626,1
495,Q8N726,6636,1
496,Q8N726,6754,1
497,Q8N726,6781,1
498,Q8N726,6782,1
499,Q8N726,7127,1
500,Q8N726,7290,1
501,Q8N726,7489,1
502,Q8N726,7833,1
503,Q8N726,8029,1
504,Q8N726,8343,1
505,Q8N726,8370,1
506,Q8N726,8434,1
507,Q8N726,8461,1
508,Q8N726,8515,1
509,Q8N726,8575,1
510,Q8N726,9153,1
511,Q8N726,9317,1
512,Q8N726,9444,1
513,Q8N726,9554,1
514,Q8N726,10404,1
515,Q8N726,10461,1
516,Q8N726,10836,1
517,Q8N726,11164,1
518,Q8N726,12035,1
519,Q8N726,12111,1
520,Q8N726,12251,1
521,Q8N726,12967,1
522,Q8N726,14180,1
523,Q8N726,14457,1
524,Q8N726,14805,1
525,Q8N726,14833,1
526,Q8N726,15625,1
527,Q8N726,15939,1
528,Q8N726,16078,1
529,Q8N726,18283,1
530,Q8N726,18529,1
531,Q8N726,20393,1
532,Q8N726,23973,1
533,Q8N726,23976,1
534,Q8N726,23978,1
535,Q8N726,24385,1
536,Q8N726,24462,1
537,Q8N726,24470,1
538,Q8N726,24502,1
539,Q8N726,24612,1
540,Q8N726,24823,1
541,Q8N726,24857,1
542,Q8N726,24934,1
543,Q8N726,24947,1
544,Q8N726,25408,1
545,Q8N726,25477,1
546,Q8N726,25517,1
547,Q8N726,26041,1
548,Q8N726,26042,1
549,Q8N726,26077,1
550,Q8N726,26090,1
551,Q8N726,27924,1
552,Q8N726,28094,1
553,Q8N726,28179,1
554,Q8N726,29131,1
555,Q8N726,29327,1
556,Q8N726,30323,1
557,Q8N726,31703,1
558,Q8N726,31736,1
559,Q8N726,33037,1
560,Q8N726,33184,1
561,Q8N726,35370,1
562,Q8N726,36462,1
563,Q8N726,39484,1
564,Q8N726,40127,1
565,Q8N726,47289,1
566,Q8N726,54454,1
567,Q8N726,60750,1
568,Q8N726,60838,1
569,Q8N726,60953,1
570,Q8N726,65064,1
571,Q8N726,67499,1
572,Q8N726,67734,1
573,Q8N726,71398,1
574,Q8N726,75318,1
575,Q8N726,82148,1
576,Q8N726,89594,1
577,Q8N726,91144,1
578,Q8N726,92272,1
579,Q8N726,92729,1
580,Q8N726,105034,1
581,Q8N726,107526,1
582,Q8N726,107876,1
583,Q8N726,110394,1
584,Q8N726,119245,1
585,Q8N726,123591,1
586,Q8N726,148124,1
587,Q8N726,161597,1
588,Q8N726,163263,1
589,Q8N726,163659,1
590,Q8N726,171249,1
591,Q8N726,176155,1
592,Q8N726,186907,1
593,Q8N726,261000,1
594,Q8N726,409301,1
595,Q8N726,433294,1
596,Q8N726,439246,1
597,Q8N726,441541,1
598,Q8N726,442530,1
599,Q8N726,443119,1
600,Q8N726,443495,1
601,Q8N726,444732,1
602,Q8N726,444795,1
603,Q8N726,445154,1
604,Q8N726,445434,1
605,Q8N726,446738,1
606,Q8N726,447905,1
607,Q8N726,451668,1
608,Q8N726,456214,1
609,Q8N726,459617,1
610,Q8N726,462382,1
611,Q8N726,517277,1
612,Q8N726,590836,1
613,Q8N726,627458,1
614,Q8N726,642376,1
615,Q8N726,644019,1
616,Q8N726,657298,1
617,Q8N726,830608,1
618,Q8N726,969516,1
619,Q8N726,1349907,1
620,Q8N726,1548887,1
621,Q8N726,1548943,1
622,Q8N726,2723949,1
623,Q8N726,2733487,1
624,Q8N726,3006531,1
625,Q8N726,3032552,1
626,Q8N726,3032581,1
627,Q8N726,3082143,1
628,Q8N726,3091786,1
629,Q8N726,4068248,1
630,Q8N726,4521392,1
631,Q8N726,5113032,1
632,Q8N726,5280343,1
633,Q8N726,5280953,1
634,Q8N726,5281576,1
635,Q8N726,5281703,1
636,Q8N726,5281727,1
637,Q8N726,5281787,1
638,Q8N726,5284359,1
639,Q8N726,5284461,1
640,Q8N726,5284616,1
641,Q8N726,5287969,1
642,Q8N726,5288209,1
643,Q8N726,5311497,1
644,Q8N726,5315263,1
645,Q8N726,5330286,1
646,Q8N726,5359596,1
647,Q8N726,5388993,1
648,Q8N726,5460467,1
649,Q8N726,5462310,1
650,Q8N726,5717801,1
651,Q8N726,6433207,1
652,Q8N726,6438357,1
653,Q8N726,6442177,1
654,Q8N726,6452300,1
655,Q8N726,6917864,1
656,Q8N726,6918638,1
657,Q8N726,9549209,1
658,Q8N726,9855813,1
659,Q8N726,9887054,1
660,Q8N726,9910393,1
661,Q8N726,9988135,1
662,Q8N726,10017512,1
663,Q8N726,10214423,1
664,Q8N726,11524144,1
665,Q8N726,11719003,1
666,Q8N726,11751549,1
667,Q8N726,15571694,1
668,Q8N726,15983966,1
669,Q8N726,16222096,1
670,Q8N726,16654980,1
671,Q8N726,16682730,1
672,Q8N726,16718576,1
673,Q8N726,21679027,1
674,Q8N726,23672308,1
675,Q8N726,24785538,1
676,Q8N726,24857286,1
677,Q8N726,25033539,1
678,Q8N726,42611257,1
679,Q8N726,44462760,1
680,Q8N726,44631903,1
681,Q8N726,44631912,1
682,Q8N726,45375953,1
683,Q8N726,46207586,1
684,Q8N726,46220502,1
685,Q8N726,46854655,1
686,Q8N726,46907787,1
687,Q8N726,50992434,1
688,Q8N726,54215251,1
689,Q8N726,54670067,1
690,Q8N726,54676038,1
691,Q8N726,54676228,1
692,Q8N726,56649281,1
693,Q8N726,71494949,1
694,Q8N726,71600087,1
695,Q8N726,86278622,1
696,Q8N726,86287518,1
697,Q8N726,88776687,1
698,Q8N726,121492971,1
699,Q8N726,131633415,1
700,Q8N726,135398658,1
701,Q8N726,135984730,1
702,Q8N726,168010173,1
703,P05019,11,1
704,P05019,178,1
705,P05019,206,1
706,P05019,222,1
707,P05019,264,1
708,P05019,297,1
709,P05019,300,1
710,P05019,312,1
711,P05019,460,1
712,P05019,544,1
713,P05019,702,1
714,P05019,727,1
715,P05019,784,1
716,P05019,785,1
717,P05019,896,1
718,P05019,931,1
719,P05019,935,1
720,P05019,977,1
721,P05019,980,1
722,P05019,1018,1
723,P05019,1254,1
724,P05019,1322,1
725,P05019,1388,1
726,P05019,1775,1
727,P05019,1983,1
728,P05019,2083,1
729,P05019,2162,1
730,P05019,2247,1
731,P05019,2256,1
732,P05019,2265,1
733,P05019,2286,1
734,P05019,2333,1
735,P05019,2336,1
736,P05019,2337,1
737,P05019,2347,1
738,P05019,2361,1
739,P05019,2375,1
740,P05019,2477,1
741,P05019,2513,1
742,P05019,2519,1
743,P05019,2526,1
744,P05019,2540,1
745,P05019,2554,1
746,P05019,2578,1
747,P05019,2703,1
748,P05019,2730,1
749,P05019,2796,1
750,P05019,2797,1
751,P05019,2912,1
752,P05019,2998,1
753,P05019,3017,1
754,P05019,3026,1
755,P05019,3035,1
756,P05019,3036,1
757,P05019,3053,1
758,P05019,3101,1
759,P05019,3120,1
760,P05019,3121,1
761,P05019,3224,1
762,P05019,3331,1
763,P05019,3347,1
764,P05019,3352,1
765,P05019,3385,1
766,P05019,3397,1
767,P05019,3440,1
768,P05019,3446,1
769,P05019,3488,1
770,P05019,3496,1
771,P05019,3589,1
772,P05019,3672,1
773,P05019,3676,1
774,P05019,3715,1
775,P05019,3758,1
776,P05019,3763,1
777,P05019,3779,1
778,P05019,3899,1
779,P05019,3973,1
780,P05019,4115,1
781,P05019,4156,1
782,P05019,4247,1
783,P05019,4284,1
784,P05019,4449,1
785,P05019,4485,1
786,P05019,4495,1
787,P05019,4594,1
788,P05019,4713,1
789,P05019,4754,1
790,P05019,4763,1
791,P05019,4778,1
792,P05019,4788,1
793,P05019,4829,1
794,P05019,4871,1
795,P05019,4873,1
796,P05019,4943,1
797,P05019,5042,1
798,P05019,5206,1
799,P05019,5213,1
800,P05019,5234,1
801,P05019,5235,1
802,P05019,5291,1
803,P05019,5382,1
804,P05019,5426,1
805,P05019,5519,1
806,P05019,5564,1
807,P05019,5591,1
808,P05019,5641,1
809,P05019,5694,1
810,P05019,5743,1
811,P05019,5753,1
812,P05019,5754,1
813,P05019,5755,1
814,P05019,5756,1
815,P05019,5757,1
816,P05019,5789,1
817,P05019,5819,1
818,P05019,5852,1
819,P05019,5865,1
820,P05019,5889,1
821,P05019,5917,1
822,P05019,5920,1
823,P05019,5921,1
824,P05019,5943,1
825,P05019,5952,1
826,P05019,5988,1
827,P05019,5991,1
828,P05019,5994,1
829,P05019,5997,1
830,P05019,6001,1
831,P05019,6013,1
832,P05019,6041,1
833,P05019,6128,1
834,P05019,6137,1
835,P05019,6197,1
836,P05019,6207,1
837,P05019,6228,1
838,P05019,6251,1
839,P05019,6303,1
840,P05019,6338,1
841,P05019,6366,1
842,P05019,6410,1
843,P05019,6529,1
844,P05019,6540,1
845,P05019,6575,1
846,P05019,6579,1
847,P05019,6618,1
848,P05019,6623,1
849,P05019,6625,1
850,P05019,6626,1
851,P05019,6636,1
852,P05019,6758,1
853,P05019,6777,1
854,P05019,6781,1
855,P05019,6795,1
856,P05019,6944,1
857,P05019,6950,1
858,P05019,7127,1
859,P05019,7187,1
860,P05019,7290,1
861,P05019,7961,1
862,P05019,8029,1
863,P05019,8289,1
864,P05019,8343,1
865,P05019,8370,1
866,P05019,8445,1
867,P05019,8461,1
868,P05019,8515,1
869,P05019,8554,1
870,P05019,8561,1
871,P05019,8606,1
872,P05019,8607,1
873,P05019,8742,1
874,P05019,8814,1
875,P05019,8955,1
876,P05019,9001,1
877,P05019,9119,1
878,P05019,9153,1
879,P05019,9154,1
880,P05019,9317,1
881,P05019,9416,1
882,P05019,9502,1
883,P05019,9554,1
884,P05019,9687,1
885,P05019,9723,1
886,P05019,9880,1
887,P05019,10288,1
888,P05019,10461,1
889,P05019,10635,1
890,P05019,11045,1
891,P05019,11164,1
892,P05019,11349,1
893,P05019,11742,1
894,P05019,11747,1
895,P05019,12035,1
896,P05019,12111,1
897,P05019,12389,1
898,P05019,12699,1
899,P05019,13089,1
900,P05019,13109,1
901,P05019,13257,1
902,P05019,13591,1
903,P05019,13836,1
904,P05019,14219,1
905,P05019,14257,1
906,P05019,14410,1
907,P05019,14805,1
908,P05019,14806,1
909,P05019,15032,1
910,P05019,15096,1
911,P05019,15625,1
912,P05019,15787,1
913,P05019,15939,1
914,P05019,16078,1
915,P05019,16322,1
916,P05019,17570,1
917,P05019,18529,1
918,P05019,18728,1
919,P05019,20392,1
920,P05019,22932,1
921,P05019,23931,1
922,P05019,23954,1
923,P05019,23973,1
924,P05019,23976,1
925,P05019,23978,1
926,P05019,23985,1
927,P05019,23994,1
928,P05019,24012,1
929,P05019,24014,1
930,P05019,24085,1
931,P05019,24197,1
932,P05019,24261,1
933,P05019,24385,1
934,P05019,24408,1
935,P05019,24424,1
936,P05019,24462,1
937,P05019,24480,1
938,P05019,24502,1
939,P05019,24808,1
940,P05019,24934,1
941,P05019,24947,1
942,P05019,24965,1
943,P05019,25408,1
944,P05019,25477,1
945,P05019,25517,1
946,P05019,25674,1
947,P05019,26176,1
948,P05019,26177,1
949,P05019,27924,1
950,P05019,29327,1
951,P05019,30323,1
952,P05019,31369,1
953,P05019,31703,1
954,P05019,32014,1
955,P05019,33184,1
956,P05019,36159,1
957,P05019,36811,1
958,P05019,37034,1
959,P05019,37035,1
960,P05019,37036,1
961,P05019,37182,1
962,P05019,38018,1
963,P05019,38251,1
964,P05019,38479,1
965,P05019,39042,1
966,P05019,39385,1
967,P05019,39484,1
968,P05019,39676,1
969,P05019,40024,1
970,P05019,40585,1
971,P05019,43226,1
972,P05019,43234,1
973,P05019,44259,1
974,P05019,47462,1
975,P05019,47936,1
976,P05019,53232,1
977,P05019,54454,1
978,P05019,54900,1
979,P05019,55245,1
980,P05019,60700,1
981,P05019,60838,1
982,P05019,60961,1
983,P05019,61486,1
984,P05019,62531,1
985,P05019,62959,1
986,P05019,63090,1
987,P05019,65064,1
988,P05019,66021,1
989,P05019,66166,1
990,P05019,66420,1
991,P05019,67296,1
992,P05019,67545,1
993,P05019,67821,1
994,P05019,68296,1
995,P05019,68546,1
996,P05019,68740,1
997,P05019,68861,1
998,P05019,71398,1
999,P05019,72304,1
1000,P05019,72435,1
1001,P05019,73665,1
1002,P05019,73864,1
1003,P05019,74483,1
1004,P05019,75576,1
1005,P05019,75725,1
1006,P05019,76302,1
1007,P05019,77999,1
1008,P05019,82146,1
1009,P05019,83975,1
1010,P05019,84704,1
1011,P05019,86132,1
1012,P05019,89594,1
1013,P05019,91511,1
1014,P05019,91820,1
1015,P05019,95168,1
1016,P05019,95170,1
1017,P05019,100332,1
1018,P05019,100907,1
1019,P05019,103634,1
1020,P05019,104730,1
1021,P05019,104741,1
1022,P05019,104850,1
1023,P05019,104865,1
1024,P05019,107526,1
1025,P05019,107901,1
1026,P05019,107935,1
1027,P05019,107982,1
1028,P05019,107985,1
1029,P05019,108007,1
1030,P05019,123591,1
1031,P05019,123631,1
1032,P05019,123976,1
1033,P05019,124886,1
1034,P05019,129228,1
1035,P05019,136917,1
1036,P05019,158103,1
1037,P05019,158333,1
1038,P05019,160570,1
1039,P05019,161597,1
1040,P05019,168836,1
1041,P05019,170209,1
1042,P05019,171092,1
1043,P05019,171249,1
1044,P05019,176155,1
1045,P05019,179337,1
1046,P05019,186907,1
1047,P05019,216239,1
1048,P05019,222757,1
1049,P05019,232446,1
1050,P05019,246598,1
1051,P05019,253602,1
1052,P05019,261000,1
1053,P05019,312145,1
1054,P05019,352938,1
1055,P05019,409301,1
1056,P05019,433294,1
1057,P05019,439260,1
1058,P05019,441074,1
1059,P05019,441140,1
1060,P05019,441325,1
1061,P05019,442428,1
1062,P05019,442530,1
1063,P05019,443495,1
1064,P05019,444266,1
1065,P05019,444732,1
1066,P05019,444795,1
1067,P05019,445154,1
1068,P05019,445434,1
1069,P05019,445643,1
1070,P05019,446320,1
1071,P05019,446512,1
1072,P05019,446925,1
1073,P05019,448537,1
1074,P05019,448601,1
1075,P05019,449171,1
1076,P05019,449459,1
1077,P05019,457193,1
1078,P05019,480764,1
1079,P05019,480774,1
1080,P05019,493570,1
1081,P05019,542762,1
1082,P05019,608116,1
1083,P05019,637568,1
1084,P05019,656583,1
1085,P05019,657180,1
1086,P05019,657298,1
1087,P05019,688802,1
1088,P05019,969491,1
1089,P05019,969516,1
1090,P05019,1117196,1
1091,P05019,1349907,1
1092,P05019,1548943,1
1093,P05019,1548972,1
1094,P05019,2723949,1
1095,P05019,2724354,1
1096,P05019,2733404,1
1097,P05019,2733484,1
1098,P05019,2733487,1
1099,P05019,2999413,1
1100,P05019,3006531,1
1101,P05019,3032536,1
1102,P05019,3032581,1
1103,P05019,3083544,1
1104,P05019,4668801,1
1105,P05019,5245480,1
1106,P05019,5278396,1
1107,P05019,5280343,1
1108,P05019,5280373,1
1109,P05019,5280453,1
1110,P05019,5280805,1
1111,P05019,5280961,1
1112,P05019,5281576,1
1113,P05019,5281605,1
1114,P05019,5281607,1
1115,P05019,5281707,1
1116,P05019,5281807,1
1117,P05019,5281969,1
1118,P05019,5282379,1
1119,P05019,5283344,1
1120,P05019,5283560,1
1121,P05019,5283731,1
1122,P05019,5284373,1
1123,P05019,5284627,1
1124,P05019,5288209,1
1125,P05019,5311333,1
1126,P05019,5318997,1
1127,P05019,5323714,1
1128,P05019,5328779,1
1129,P05019,5352425,1
1130,P05019,5355130,1
1131,P05019,5357402,1
1132,P05019,5358116,1
1133,P05019,5359268,1
1134,P05019,5359596,1
1135,P05019,5359597,1
1136,P05019,5360373,1
1137,P05019,5360545,1
1138,P05019,5388962,1
1139,P05019,5388993,1
1140,P05019,5460341,1
1141,P05019,5462222,1
1142,P05019,5462310,1
1143,P05019,5470187,1
1144,P05019,5491959,1
